SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
940,DC:A6:32:33:B0:DA,2020-07-12 20:38:13.004261,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
941,DC:A6:32:33:B0:DA,2020-07-12 20:38:14.761728,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-58
942,DC:A6:32:33:B0:DA,2020-07-12 20:38:15.045373,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
943,DC:A6:32:33:B0:DA,2020-07-12 20:38:16.051707,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-76
944,DC:A6:32:33:B0:DA,2020-07-12 20:38:17.146240,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
945,DC:A6:32:33:B0:DA,2020-07-12 20:38:18.305632,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
946,DC:A6:32:33:B0:DA,2020-07-12 20:38:19.175579,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
947,DC:A6:32:33:B0:DA,2020-07-12 20:38:20.095742,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
948,DC:A6:32:33:B0:DA,2020-07-12 20:38:21.024417,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-77
949,DC:A6:32:33:B0:DA,2020-07-12 20:38:22.298759,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
950,DC:A6:32:33:B0:DA,2020-07-12 20:38:23.222024,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
951,DC:A6:32:33:B0:DA,2020-07-12 20:38:24.046343,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
952,DC:A6:32:33:B0:DA,2020-07-12 20:38:25.079563,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
953,DC:A6:32:33:B0:DA,2020-07-12 20:38:26.182025,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-77
954,DC:A6:32:33:B0:DA,2020-07-12 20:38:27.074520,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
955,DC:A6:32:33:B0:DA,2020-07-12 20:38:28.350991,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
956,DC:A6:32:33:B0:DA,2020-07-12 20:38:29.035868,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
957,DC:A6:32:33:B0:DA,2020-07-12 20:38:30.083357,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-76
958,DC:A6:32:33:B0:DA,2020-07-12 20:38:31.575887,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-57
959,DC:A6:32:33:B0:DA,2020-07-12 20:38:32.012141,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
960,DC:A6:32:33:B0:DA,2020-07-12 20:38:33.293570,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
961,DC:A6:32:33:B0:DA,2020-07-12 20:38:34.062294,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
962,DC:A6:32:33:B0:DA,2020-07-12 20:38:35.046112,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
963,DC:A6:32:33:B0:DA,2020-07-12 20:38:36.111254,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
964,DC:A6:32:33:B0:DA,2020-07-12 20:38:37.129864,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-79
965,DC:A6:32:33:B0:DA,2020-07-12 20:38:38.016117,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
966,DC:A6:32:33:B0:DA,2020-07-12 20:38:39.241140,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
967,DC:A6:32:33:B0:DA,2020-07-12 20:38:40.406246,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
968,DC:A6:32:33:B0:DA,2020-07-12 20:38:41.063833,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-89
969,DC:A6:32:33:B0:DA,2020-07-12 20:38:42.016259,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-88
970,DC:A6:32:33:B0:DA,2020-07-12 20:38:43.063779,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
971,DC:A6:32:33:B0:DA,2020-07-12 20:38:44.124007,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
972,DC:A6:32:33:B0:DA,2020-07-12 20:38:45.321355,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
973,DC:A6:32:33:B0:DA,2020-07-12 20:38:46.118474,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
974,DC:A6:32:33:B0:DA,2020-07-12 20:38:47.860248,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
975,DC:A6:32:33:B0:DA,2020-07-12 20:38:48.073886,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
976,DC:A6:32:33:B0:DA,2020-07-12 20:38:49.049087,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
977,DC:A6:32:33:B0:DA,2020-07-12 20:38:50.035238,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
978,DC:A6:32:33:B0:DA,2020-07-12 20:38:51.027767,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
979,DC:A6:32:33:B0:DA,2020-07-12 20:38:52.195549,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
980,DC:A6:32:33:B0:DA,2020-07-12 20:38:53.126615,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-61
981,DC:A6:32:33:B0:DA,2020-07-12 20:38:54.075350,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-63
982,DC:A6:32:33:B0:DA,2020-07-12 20:38:55.006640,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
983,DC:A6:32:33:B0:DA,2020-07-12 20:38:56.198506,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
984,DC:A6:32:33:B0:DA,2020-07-12 20:38:57.245589,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-80
985,DC:A6:32:33:B0:DA,2020-07-12 20:38:58.595564,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
986,DC:A6:32:33:B0:DA,2020-07-12 20:38:59.053019,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-81
987,DC:A6:32:33:B0:DA,2020-07-12 20:39:00.149439,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-86
988,DC:A6:32:33:B0:DA,2020-07-12 20:39:01.136813,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
989,DC:A6:32:33:B0:DA,2020-07-12 20:39:02.800655,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
990,DC:A6:32:33:B0:DA,2020-07-12 20:39:03.124349,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
991,DC:A6:32:33:B0:DA,2020-07-12 20:39:04.284501,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-80
992,DC:A6:32:33:B0:DA,2020-07-12 20:39:05.173261,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-83
993,DC:A6:32:33:B0:DA,2020-07-12 20:39:06.211970,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
994,DC:A6:32:33:B0:DA,2020-07-12 20:39:07.040095,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-85
995,DC:A6:32:33:B0:DA,2020-07-12 20:39:08.294680,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-78
996,DC:A6:32:33:B0:DA,2020-07-12 20:39:09.861481,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
997,DC:A6:32:33:B0:DA,2020-07-12 20:39:10.233359,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
998,DC:A6:32:33:B0:DA,2020-07-12 20:39:11.305966,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-84
999,DC:A6:32:33:B0:DA,2020-07-12 20:39:12.010868,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1000,DC:A6:32:33:B0:DA,2020-07-12 20:39:13.418535,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-79
1001,DC:A6:32:33:B0:DA,2020-07-12 20:39:14.480963,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
1002,DC:A6:32:33:B0:DA,2020-07-12 20:39:15.466158,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-81
1003,DC:A6:32:33:B0:DA,2020-07-12 20:39:17.471141,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1004,DC:A6:32:33:B0:DA,2020-07-12 20:39:18.511083,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
1005,DC:A6:32:33:B0:DA,2020-07-12 20:39:19.062327,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-79
1006,DC:A6:32:33:B0:DA,2020-07-12 20:39:20.226214,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
1007,DC:A6:32:33:B0:DA,2020-07-12 20:39:21.427454,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1008,DC:A6:32:33:B0:DA,2020-07-12 20:39:22.146195,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
1009,DC:A6:32:33:B0:DA,2020-07-12 20:39:23.286425,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1010,DC:A6:32:33:B0:DA,2020-07-12 20:39:24.386935,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
1011,DC:A6:32:33:B0:DA,2020-07-12 20:39:25.302532,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1012,DC:A6:32:33:B0:DA,2020-07-12 20:39:26.403802,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1013,DC:A6:32:33:B0:DA,2020-07-12 20:39:27.030073,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-65
1014,DC:A6:32:33:B0:DA,2020-07-12 20:39:28.016467,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1015,DC:A6:32:33:B0:DA,2020-07-12 20:39:29.040183,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-63
1016,DC:A6:32:33:B0:DA,2020-07-12 20:39:30.285226,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1017,DC:A6:32:33:B0:DA,2020-07-12 20:39:31.112939,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-78
1018,DC:A6:32:33:B0:DA,2020-07-12 20:39:32.146550,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1019,DC:A6:32:33:B0:DA,2020-07-12 20:39:33.260308,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-59
1020,DC:A6:32:33:B0:DA,2020-07-12 20:39:34.016521,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1021,DC:A6:32:33:B0:DA,2020-07-12 20:39:35.086559,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-62
1022,DC:A6:32:33:B0:DA,2020-07-12 20:39:36.011773,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1023,DC:A6:32:33:B0:DA,2020-07-12 20:39:37.645508,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1024,DC:A6:32:33:B0:DA,2020-07-12 20:39:38.027939,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1025,DC:A6:32:33:B0:DA,2020-07-12 20:39:39.456978,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1026,DC:A6:32:33:B0:DA,2020-07-12 20:39:40.104235,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-56
1027,DC:A6:32:33:B0:DA,2020-07-12 20:39:41.018018,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-61
1028,DC:A6:32:33:B0:DA,2020-07-12 20:39:42.059406,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1029,DC:A6:32:33:B0:DA,2020-07-12 20:39:43.073742,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1030,DC:A6:32:33:B0:DA,2020-07-12 20:39:44.028284,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-61
1031,DC:A6:32:33:B0:DA,2020-07-12 20:39:45.196905,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-65
1032,DC:A6:32:33:B0:DA,2020-07-12 20:39:46.273363,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
1033,DC:A6:32:33:B0:DA,2020-07-12 20:39:47.074464,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-62
1034,DC:A6:32:33:B0:DA,2020-07-12 20:39:48.598253,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-76
1035,DC:A6:32:33:B0:DA,2020-07-12 20:39:49.008233,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1036,DC:A6:32:33:B0:DA,2020-07-12 20:39:50.798364,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1037,DC:A6:32:33:B0:DA,2020-07-12 20:39:51.124685,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1038,DC:A6:32:33:B0:DA,2020-07-12 20:39:52.808511,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
1039,DC:A6:32:33:B0:DA,2020-07-12 20:39:53.372195,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1040,DC:A6:32:33:B0:DA,2020-07-12 20:39:54.219184,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1041,DC:A6:32:33:B0:DA,2020-07-12 20:39:55.540960,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1042,DC:A6:32:33:B0:DA,2020-07-12 20:39:56.076879,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1043,DC:A6:32:33:B0:DA,2020-07-12 20:39:57.266683,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1044,DC:A6:32:33:B0:DA,2020-07-12 20:39:58.214781,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1045,DC:A6:32:33:B0:DA,2020-07-12 20:39:59.511162,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1046,DC:A6:32:33:B0:DA,2020-07-12 20:40:00.012328,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1047,DC:A6:32:33:B0:DA,2020-07-12 20:40:01.392318,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-61
1048,DC:A6:32:33:B0:DA,2020-07-12 20:40:02.429987,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1049,DC:A6:32:33:B0:DA,2020-07-12 20:40:03.526218,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-62
1050,DC:A6:32:33:B0:DA,2020-07-12 20:40:04.013677,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1051,DC:A6:32:33:B0:DA,2020-07-12 20:40:05.035003,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1052,DC:A6:32:33:B0:DA,2020-07-12 20:40:06.123745,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1053,DC:A6:32:33:B0:DA,2020-07-12 20:40:07.197275,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1054,DC:A6:32:33:B0:DA,2020-07-12 20:40:08.396482,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1055,DC:A6:32:33:B0:DA,2020-07-12 20:40:09.161583,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1056,DC:A6:32:33:B0:DA,2020-07-12 20:40:10.013912,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1057,DC:A6:32:33:B0:DA,2020-07-12 20:40:11.081437,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1058,DC:A6:32:33:B0:DA,2020-07-12 20:40:12.068926,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
1059,DC:A6:32:33:B0:DA,2020-07-12 20:40:13.172817,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1060,DC:A6:32:33:B0:DA,2020-07-12 20:40:14.635410,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1061,DC:A6:32:33:B0:DA,2020-07-12 20:40:15.059677,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1062,DC:A6:32:33:B0:DA,2020-07-12 20:40:16.014079,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-65
1063,DC:A6:32:33:B0:DA,2020-07-12 20:40:17.260533,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1064,DC:A6:32:33:B0:DA,2020-07-12 20:40:18.246296,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1065,DC:A6:32:33:B0:DA,2020-07-12 20:40:19.254859,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-63
1066,DC:A6:32:33:B0:DA,2020-07-12 20:40:20.115419,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1067,DC:A6:32:33:B0:DA,2020-07-12 20:40:21.142313,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1068,DC:A6:32:33:B0:DA,2020-07-12 20:40:22.062477,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1069,DC:A6:32:33:B0:DA,2020-07-12 20:40:23.141208,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
1070,DC:A6:32:33:B0:DA,2020-07-12 20:40:24.032488,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-76
1071,DC:A6:32:33:B0:DA,2020-07-12 20:40:25.034562,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
1072,DC:A6:32:33:B0:DA,2020-07-12 20:40:26.336968,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1073,DC:A6:32:33:B0:DA,2020-07-12 20:40:27.038799,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1074,DC:A6:32:33:B0:DA,2020-07-12 20:40:28.235695,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1075,DC:A6:32:33:B0:DA,2020-07-12 20:40:29.037191,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1076,DC:A6:32:33:B0:DA,2020-07-12 20:40:30.015870,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1077,DC:A6:32:33:B0:DA,2020-07-12 20:40:31.807146,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1078,DC:A6:32:33:B0:DA,2020-07-12 20:40:32.037069,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1079,DC:A6:32:33:B0:DA,2020-07-12 20:40:33.089749,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1080,DC:A6:32:33:B0:DA,2020-07-12 20:40:34.099628,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1081,DC:A6:32:33:B0:DA,2020-07-12 20:40:35.178381,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1082,DC:A6:32:33:B0:DA,2020-07-12 20:40:36.105919,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1083,DC:A6:32:33:B0:DA,2020-07-12 20:40:37.392353,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1084,DC:A6:32:33:B0:DA,2020-07-12 20:40:38.037268,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1085,DC:A6:32:33:B0:DA,2020-07-12 20:40:39.007276,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1086,DC:A6:32:33:B0:DA,2020-07-12 20:40:40.052459,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1087,DC:A6:32:33:B0:DA,2020-07-12 20:40:41.128580,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-61
1088,DC:A6:32:33:B0:DA,2020-07-12 20:40:42.031103,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1089,DC:A6:32:33:B0:DA,2020-07-12 20:40:43.198299,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-78
1090,DC:A6:32:33:B0:DA,2020-07-12 20:40:44.028701,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1091,DC:A6:32:33:B0:DA,2020-07-12 20:40:45.202567,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
1092,DC:A6:32:33:B0:DA,2020-07-12 20:40:46.184370,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1093,DC:A6:32:33:B0:DA,2020-07-12 20:40:47.098812,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-65
1094,DC:A6:32:33:B0:DA,2020-07-12 20:40:48.028966,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-67
1095,DC:A6:32:33:B0:DA,2020-07-12 20:40:49.092667,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-69
1096,DC:A6:32:33:B0:DA,2020-07-12 20:40:50.010683,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-63
1097,DC:A6:32:33:B0:DA,2020-07-12 20:40:51.200114,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1098,DC:A6:32:33:B0:DA,2020-07-12 20:40:52.005114,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1099,DC:A6:32:33:B0:DA,2020-07-12 20:40:53.022221,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-66
1100,DC:A6:32:33:B0:DA,2020-07-12 20:40:54.026561,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-60
1101,DC:A6:32:33:B0:DA,2020-07-12 20:40:55.275469,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1102,DC:A6:32:33:B0:DA,2020-07-12 20:40:56.047815,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-62
1103,DC:A6:32:33:B0:DA,2020-07-12 20:40:57.105313,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-58
1104,DC:A6:32:33:B0:DA,2020-07-12 20:40:58.415359,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-64
1105,DC:A6:32:33:B0:DA,2020-07-12 20:40:59.057868,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-58
1106,DC:A6:32:33:B0:DA,2020-07-12 20:41:00.215470,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-76
1107,DC:A6:32:33:B0:DA,2020-07-12 20:41:01.018062,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1108,DC:A6:32:33:B0:DA,2020-07-12 20:41:02.055504,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-75
1109,DC:A6:32:33:B0:DA,2020-07-12 20:41:03.055060,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-68
1110,DC:A6:32:33:B0:DA,2020-07-12 20:41:04.040560,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1111,DC:A6:32:33:B0:DA,2020-07-12 20:41:05.010563,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1112,DC:A6:32:33:B0:DA,2020-07-12 20:41:06.213110,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
1113,DC:A6:32:33:B0:DA,2020-07-12 20:41:07.008776,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-76
1114,DC:A6:32:33:B0:DA,2020-07-12 20:41:08.015819,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1115,DC:A6:32:33:B0:DA,2020-07-12 20:41:09.019482,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-70
1116,DC:A6:32:33:B0:DA,2020-07-12 20:41:10.040724,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1117,DC:A6:32:33:B0:DA,2020-07-12 20:41:11.032212,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-77
1118,DC:A6:32:33:B0:DA,2020-07-12 20:41:12.046423,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1119,DC:A6:32:33:B0:DA,2020-07-12 20:41:13.150338,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-79
1120,DC:A6:32:33:B0:DA,2020-07-12 20:41:14.095843,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-85
1121,DC:A6:32:33:B0:DA,2020-07-12 20:41:15.192719,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1122,DC:A6:32:33:B0:DA,2020-07-12 20:41:16.074749,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-72
1123,DC:A6:32:33:B0:DA,2020-07-12 20:41:17.040934,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-81
1124,DC:A6:32:33:B0:DA,2020-07-12 20:41:18.134745,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-88
1125,DC:A6:32:33:B0:DA,2020-07-12 20:41:19.086192,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-71
1126,DC:A6:32:33:B0:DA,2020-07-12 20:41:20.029781,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-74
1127,DC:A6:32:33:B0:DA,2020-07-12 20:41:21.046035,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-82
1128,DC:A6:32:33:B0:DA,2020-07-12 20:41:22.031727,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-83
1129,DC:A6:32:33:B0:DA,2020-07-12 20:41:23.003018,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-81
1130,DC:A6:32:33:B0:DA,2020-07-12 20:41:24.071258,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-80
1131,DC:A6:32:33:B0:DA,2020-07-12 20:41:25.074360,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-82
1132,DC:A6:32:33:B0:DA,2020-07-12 20:41:26.007644,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-77
1133,DC:A6:32:33:B0:DA,2020-07-12 20:41:27.059996,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-81
1134,DC:A6:32:33:B0:DA,2020-07-12 20:41:28.013206,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-86
1135,DC:A6:32:33:B0:DA,2020-07-12 20:41:29.006319,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-80
1136,DC:A6:32:33:B0:DA,2020-07-12 20:41:30.041319,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-73
1137,DC:A6:32:33:B0:DA,2020-07-12 20:41:31.010238,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-82
1138,DC:A6:32:33:B0:DA,2020-07-12 20:41:32.180182,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-63
1139,DC:A6:32:33:B0:DA,2020-07-12 20:41:33.012038,e83bd594-c49d-11ea-b849-dca63233b0d9,1,1,1,-78
